Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuote,Text
NTEC,Intec Pharma Ltd.,5.25,60103002.75,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec,"Intec Pharma Ltd. was established and incorporated in Israel on October 23, 2000
as a private Israeli company under the name Orly Guy Ltd. In February 2001, our
name was changed to Intec Pharmaceuticals (2000) Ltd. Our research and
development activities began originally through a private partnership, Intec
Pharmaceutical Partnership I.P.P, a general Israeli partnership, formed on
September 21, 2000. Its operations were transferred in full to us at the
beginning of 2002 in return for the allocation of shares in our company to the
partners in the partnership, pro rata with their ownership in the partnership.
In March 2004, we changed our corporate name to Intec Pharma Ltd. On February
14, 2010, we successfully completed an initial public offering in Israel on the
TASE. We do not have any subsidiaries and do not hold any investments in other
entities.

 

We completed our initial public offering of securities in Israel on February 10,
2010.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IART,Integra LifeSciences Holdings Corporation,41.99,3141120064.16,0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart,"The terms ""we,"" ""our,"" ""us,"" ""Company"" and ""Integra"" refer to Integra
LifeSciences Holdings Corporation, a Delaware corporation, and its subsidiaries,
unless the context suggests otherwise.
Integra, headquartered in Plainsboro, New Jersey, is a world leader in medical
technology. The Company employs approximately 3,500 people around the world who
are dedicated to limiting uncertainty for surgeons, so that they can concentrate
on providing the best care for their patients. Integra offers innovative
solutions, including leading regenerative technologies, specialty surgical
solutions, and orthopedic solutions. Revenues grew to $882.7 million in 2015, an
increase of 11% from $796.7 million in 2014.
Integra was founded on an engineered collagen technology platform that can be
used to repair and regenerate tissue.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IDTI,"Integrated Device Technology, Inc.",24.25,3250479093.75,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti,"We develop system-level solutions that optimize our customers' applications in
key markets. IDT's market-leading products in radio frequency (RF), timing,
wireless power transfer, serial switching, interfaces and sensing solutions are
among our broad array of complete mixed-signal solutions for the communications,
computing, consumer, automotive and industrial segments. These products are used
for development in areas such as 4G infrastructure, network communications,
cloud datacenters and power management for computing and mobile devices.
Our top talent and technology, paired with an innovative product-development
philosophy, allows us to solve complex customer problems when designing
communications, computing, consumer, automotive and industrial applications.
Through system-level analog and digital innovation, we consistently deliver
extraordinary value to our customers.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INTC,Intel Corporation,36.57,173305230000,0,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc," Intel (ticker symbol: INTC)  is the world's leading manufacturer and developer of computer microprocessors and chipsets, founded in California's Silicon Valley in 1968. The name Intel derives from the phrase Integrated Electronics.

In 1971, Intel introduced the first microprocessor after several years of producing semiconductor-based memory storage products, revolutionizing the shape of the global computing industry. The company's most important products remain its microchips, which power a huge number of the personal computers, tablets and smartphones around the world,. However, it also manufactures a wide variety of different chipsets, memory solutions, mobile phone components, software and services.

Intel remains one of the great research and development powerhouses of Silicon Valley, pushing forward chip technology and manufacturing through what it calls its ""tick-tock technology development cadence."" Its main focus is continuously improving the speed, efficiency and portability of its chip products, and the company boasts of a major role in bringing about the realization of Moore's law, which asserted in 1965 ""that transistor density on integrated circuits would double about every two years.""

Although Intel's principal executives offices remain in California and the technology company is incorporated in Delaware, its manufacturing and research facilities sprawl across the United States and, indeed, the globe, with major operations in New Mexico, Arizona, Massachusetts, Ireland, China and Israel. The growing importance of smartphones and lightweight tablets and notebooks led to a surge of investment in smaller, more efficient and cheaper chips. In fact, Intel will become the first company to construct a high-volume facility for 14nm process technology.

Risk factors facing the company include a downturn in general business conditions or the technology industry in particular, currency and commodity price fluctuation, disruption of the global supply chain and major shifts in business and consumer and behavior for tech products.
 
View Company Description as filed with the SEC ...&nbsp;&nbsp;
"
IQNT,"Inteliquent, Inc.",22.9,790339410.2,0,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt,"We provide voice telecommunications services primarily on a wholesale basis. We
offer these services using an all-IP network, which enables us to deliver global
connectivity for a variety of media, including voice and, historically, data and
video. Our solutions enable carriers and other providers to deliver voice
telecommunications traffic or other services where they do not have their own
network or elect not to use their own network. These solutions are sometimes
called ""off-net"" services. We also provide our solutions to customers, such as
over-the-top (""OTT"") providers, who also typically do not have their own
network. We were incorporated in Delaware on April 19, 2001 and commenced
operations in 2004.

For the year ended December 31, 2015, we generated revenue of $248.6 million. an
increase of 12.7% compared to $220.5 million for the year ended December 31,
2014.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
NTLA,"Intellia Therapeutics, Inc.",12.91,464699723.21,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla,"We are a leading gene editing company focused on the development of proprietary,
potentially curative therapeutics utilizing a recently developed biological tool
known as the CRISPR/Cas9 system. We believe that the CRISPR/Cas9 technology has
the potential to transform medicine by permanently editing disease-associated
genes in the human body with a single treatment course. We intend to leverage
our leading scientific expertise, clinical development experience and
intellectual property position to unlock broad therapeutic applications of
CRISPR/Cas9 gene editing and develop a potential new class of therapeutic
products.

In 2012, one of our co-founders and current scientific advisors, Dr. Jennifer
Doudna, and her colleagues published a paper in the journal Science describing
the use of CRISPR/Cas9 as a gene editing tool. Gene editing is the precise and
targeted modification of the genetic material of cells. Since the publication of
Dr.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IPCI,Intellipharmaceutics International Inc.,2.6,77440976.6,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci,"The Company was incorporated under the Canada Business Corporations Act by
certificate and articles of arrangement dated October 22, 2009.

Our registered principal office is located at 30 Worcester Road, Toronto,
Ontario, Canada M9W 5X2. Our telephone number is (416) 798-3001 and our
facsimile number is (416) 798-3007.

Our agent for service in the United States is Corporation Service Company at
1090 Vermont Avenue N.W., Washington, D.C. 20005.

On October 19, 2009, the shareholders of IPC Ltd. and Vasogen approved the IPC
Arrangement Agreement that resulted in the October 22, 2009 court-approved
merger of IPC Ltd. and another U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IPAR,"Inter Parfums, Inc.",31.55,981381837.75,0,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar,"We are Inter Parfums, Inc. We operate in the fragrance business, and
manufacture, market and distribute a wide array of fragrance and fragrance
related products. Organized under the laws of the State of Delaware in May 1985
as Jean Philippe Fragrances, Inc., we changed our name to Inter Parfums, Inc. in
July 1999. We have also retained our brand name, Jean Philippe Fragrances, for
some of our mass market products.

 

Our worldwide headquarters and the office of our three (3) wholly-owned United
States subsidiaries, Jean Philippe Fragrances, LLC and Inter Parfums USA, LLC,
both New York limited liability companies, and IP Beauty, Inc. (formerly Nickel
USA, Inc.), a Delaware corporation, are located at 551 Fifth Avenue, New York,
New York 10176, and our telephone number is 212.983.2640. We also own 100% of
Inter Parfums USA Hong Kong Limited indirectly through our 100% owned
subsidiary, Inter Parfums USA, LLC.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IBKR,"Interactive Brokers Group, Inc.",36.89,15103775568.63,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr,"Interactive Brokers Group, Inc. (""IBG, Inc."" or the ""Company"") is an automated
global electronic broker and market maker. We custody and service accounts for
hedge and mutual funds, registered investment advisors, proprietary trading
groups, introducing brokers and individual investors. We specialize in routing
orders while striving to achieve best executions and processing trades in
securities, futures, foreign exchange instruments, bonds and mutual funds on
more than 100 electronic exchanges and market centers around the world. In the
United States (""U.S.""), we conduct our business primarily from our headquarters
in Greenwich, Connecticut and from Chicago, Illinois. Abroad, we conduct our
business through offices located in Canada, England, Switzerland, Liechtenstein,
India, China (Hong Kong and Shanghai), Japan and Australia. As of December 31,
2015 we had 1,087 employees worldwide.

IBG, Inc.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ICPT,"Intercept Pharmaceuticals, Inc.",114.67,2844822458.59,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt,"We are a biopharmaceutical company focused on the development and
commercialization of novel therapeutics to treat non-viral, progressive liver
diseases. Our product candidates have the potential to treat orphan and more
prevalent liver diseases for which there currently are limited therapeutic
solutions.

Our lead product candidate, obeticholic acid, or OCA, is a bile acid analog, a
chemical substance that has a structure based on a naturally occurring human
bile acid, that selectively binds to and activates the farnesoid X receptor, or
FXR, which we believe has broad liver-protective properties. OCA has been tested
in five placebo-controlled clinical trials, including a Phase 3 clinical trial
in patients with primary biliary cirrhosis, recently renamed primary biliary
cholangitis, or PBC, and two Phase 2 clinical trials in patients with
nonalcoholic fatty liver disease, or NAFLD, and nonalcoholic steatohepatitis, or
NASH.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IDCC,"InterDigital, Inc.",89,3051219841,0,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc,"InterDigital, Inc. (""InterDigital"") designs and develops advanced technologies
that enable and enhance wireless communications and capabilities. Since our
founding in 1972, our engineers have designed and developed a wide range of
innovations that are used in digital cellular and wireless products and
networks, including 2G, 3G, 4G and IEEE 802-related products and networks. We
are a leading contributor of intellectual property to the wireless
communications industry.
Given our long history and focus on advanced research and development,
InterDigital has one of the most significant patent portfolios in the wireless
industry. As of December 31, 2015, InterDigital's wholly owned subsidiaries held
a portfolio of approximately 20,400 patents and patent applications related to a
range of technologies including the fundamental technologies that enable
wireless communications.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
TILE,"Interface, Inc.",18.2,1179194598.4,0,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile,"References in this Annual Report on Form 10-K to ""Interface,"" ""the Company,""
""we,"" ""our,"" ""ours"" and ""us"" refer to Interface, Inc. and its subsidiaries or
any of them, unless the context requires otherwise.

 

We are a worldwide leader in design, production and sales of modular carpet,
also known as carpet tile. For the past several years, modular carpet sales
growth in the floorcovering industry has significantly outpaced the growth of
the overall industry, as architects, designers and end users increasingly
recognized the unique and superior attributes of modular carpet, including its
dynamic design capabilities, greater economic value (which includes lower costs
as a result of reduced waste in both installation and replacement), and
installation ease and speed.

 

As a global company with a reputation for high quality, reliability and premium
positioning, we market modular carpet in over 110 countries under the
established brand names InterfaceÂ® and FLORÂ®.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
LINK,"Interlink Electronics, Inc.",7.2173,52888771.3515,0,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link,"Interlink Electronics, Inc. (""Interlink"", the ""Company"", ""we"", ""us"", ""our"")
designs, develops, manufactures and sells a range of force-sensing technologies
that incorporate our proprietary materials technology, firmware and software
into a portfolio of standard products and custom solutions. These include sensor
components, subassemblies, modules and products that support effective,
efficient cursor control and novel 3 dimensional user inputs. Our disruptive,
leading edge human machine interface, or HMI, technology platforms are deployed
in a wide range of markets including consumer electronics, automotive,
industrial, and medical. Our solutions have focused on handheld user input, menu
navigation, cursor control, and other intuitive interface technologies for the
world's top electronics manufacturers.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IMI,"Intermolecular, Inc.",1.13,55970061.64,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi,"We are a trusted partner for the innovation of advanced materials using high
throughput experimentation. Advanced materials are critical to sustaining and
advancing many industries, including semiconductors, consumer electronics,
aerospace and automotive. Using traditional experimental techniques, it can take
many years to discover new advanced materials and many more years to deploy them
in the marketplace. By leveraging our proprietary high productivity
combinatorial (HPC(TM)) platform and multi-disciplinary development team, we strive
to enable our customers to more rapidly discover advanced materials and tailor
them to suit their needs.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INAP,Internap Corporation,1.66,96688227.2,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap,"Our vision is to help people build and manage the world's best performing
Internet infrastructure. Today, our infrastructure services power many of the
applications that shape the way we live, work and play. Internap's hybrid
Internet infrastructure services deliver ""performance without compromise"" -
blending virtual and bare-metal cloud, hosting and colocation services across a
global network of data centers, optimized from the application to the end user
and backed by our team of dedicated professionals. Many of the world's most
innovative companies rely on us to make their applications faster and more
scalable.

 

Our Industry

 

Internap competes in the large and fast-growing market for Internet
infrastructure services (outsourced data center, compute, storage and network
services).&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IBOC,International Bancshares Corporation,37.1,2447258464,0,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc,"The Company is a financial holding company with its principal corporate offices
in Laredo, Texas. Four bank subsidiaries provide commercial and retail banking
services through main banking and branch facilities located in communities in
South, Central and Southeast Texas and the State of Oklahoma. The Company was
originally incorporated under the General Corporation Law of the State of
Delaware in 1979. Effective June 7, 1995, the Company's state of incorporation
was changed from Delaware to Texas. The Company was organized for the purpose of
operating as a bank holding company within the meaning of the Bank Holding
Company Act of 1956, as amended (the ""BHCA""), and as such, is subject to
supervision and regulation by the Board of Governors of the Federal Reserve
System (the ""FRB"").&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ISCA,International Speedway Corporation,36.35,1658992917,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca,"We are a leading owner of major motorsports entertainment facilities and
promoter of motorsports themed entertainment activities in the United States.
Our motorsports themed event operations consist principally of racing events at
our major motorsports entertainment facilities.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IGLD,Internet Gold Golden Lines Ltd.,10.56,202785644.16,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld,"We were organized under the laws of the State of Israel in April 1992 under the
name Euronet Golden Lines (1992) Ltd. In June 1999 we changed our name to
Internet Gold - Golden Lines Ltd. We are a public limited liability company
under the Israeli Companies Law 1999 and our shares are traded on the NASDAQ
Global Select Market and TASE. Our registered offices and principal place of
business are located at 2 Dov Friedman Street, Ramat Gan 5250301, Israel, and
our telephone number is +972-72-924-0000. Our website address is www.igld.com.
The information on our website is not incorporated by reference into this annual
report on Form 20-F.

 

We are a leading communications group in Israel. Our principal subsidiary, B
Communications, is the controlling shareholder of Bezeq (TASE: BZEQ), Israel's
largest telecommunications provider.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IIJI,"Internet Initiative Japan, Inc.",7.55,14556656.7,0,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji,"IIJ is incorporated under the Corporation Law of Japan as a joint stock
corporation under the name Internet Initiative Japan Inc. IIJ was incorporated
in December 1992 and operates under the laws of Japan.

 

IIJ began its operations in July 1993 as one of the first commercial Internet
service providers (""ISP"") in Japan to offer Internet connectivity services for
both enterprises and consumers. With the emergence of many other commercial
ISPs, price competition for Internet connectivity services became severe. Rather
than falling into price competition, we strategically shifted our business model
towards providing value-added total network solutions to enterprise businesses
that tend to choose quality and reliability over price, by fully leveraging our
engineering skills to differentiate ourselves from our competitors.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IDXG,"Interpace Diagnostics Group, Inc.",4.6,12908759.2,0,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg,"We are focused on developing and commercializing molecular diagnostic tests
principally focused on early detection of high potential progressors to cancer.
and leveraging the latest technology and personalized medicine for patient
diagnosis and management. We currently have four commercialized molecular tests:
PancraGenÂ®, a pancreatic cyst molecular test that can aid in pancreatic cyst
diagnosis and pancreatic cancer risk assessment utilizing our proprietary
PathFinder platform; ThyGenXÂ®, which assesses thyroid nodules for risk of
malignancy, ThyraMIRÂ®, which assesses thyroid nodules risk of malignancy
utilizing a proprietary gene expression assay. We also have on the market in a
limited way, an assay also utilizing our PathFinder platform, for Barrett's
Esophagus, an esophageal cancer risk classifier. We are planning to expand our
approach to the Barrett's market by potentially soft launching in 2016 an early
assessment Barrett's assay.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
XENT,"Intersect ENT, Inc.",12.6,359918533.8,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent,"We are a commercial stage drug-device company committed to improving the quality
of life for patients with ear, nose and throat conditions. We have developed a
drug releasing bioabsorbable implant technology that enables targeted and
sustained release of therapeutic agents. This targeted drug delivery technology
is designed to allow ear, nose and throat, or ENT, physicians to improve patient
care. Our approved and in-development products are designed to treat the
spectrum of needs among the estimated 3.5 million U.S. patients who are managed
by ENT physicians for chronic sinusitis, one of the most prevalent chronic
diseases in the United States and one of the most costly conditions for U.S.
employers. Chronic sinusitis patients include those needing and electing
surgery, those who have not had sinus surgery and those that have had one or
more surgeries but continue to suffer from symptoms.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INTX,"Intersections, Inc.",4.16,98694731.2,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx,"Our business uses data to help consumers reduce risk through subscription
services. We operate in four reportable segments: Personal Information Services,
Insurance and Other Consumer Services, Pet Health Monitoring, and Bail Bonds
Industry Solutions. These segments reflect our growth strategy, as follows:

    Â·   Personal Information Services. Our Personal Information Services business 
        segment focuses on helping consumers understand, monitor, manage and      
        protect against the risks associated with third parties misusing their    
        personal information and violating their privacy. Our growth strategy is  
        to build our IDENTITY GUARDÂ® brand by expanding our service offerings and 
        by acquiring subscribers through both marketing relationships and consumer
        direct marketing, while continuing to provide excellent value and service 
        for our existing subscribers.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ISIL,Intersil Corporation,22.3,3052425627.9,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil,"This Annual Report on Form 10-K contains statements relating to expected future
results and business trends of Intersil Corporation (""Intersil,"" which may also
be referred to as ""we,"" ""us"" or ""our"") that are based upon our current
estimates, expectations, assumptions and projections about our industry, as well
as upon certain views and beliefs held by management, that are ""forward-looking
statements"" as defined in the Private Securities Litigation Reform Act of 1995,
as amended, and other safe harbors under the Securities Act of 1933, as amended,
and the Securities Exchange Act of 1934, as amended, or the Exchange Act.
Forward-looking statements are not statements of historical fact and generally
can be identified by words such as ""anticipates,"" ""believes,"" ""estimates,""
""expects,"" ""goals,"" ""intends,"" ""may,"" ""plans,"" ""predicts,"" ""projects,""
""targets,"" ""will be,"" ""will continue,"" ""will likely result,"" and similar
expressions.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IVAC,"Intevac, Inc.",8.1,169535413.8,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac,"Thin-film Equipment: Intevac is a leader in the design and development of
high-productivity, thin-film processing systems. Our production-proven platforms
are designed for high-volume manufacturing of substrates with precise thin-film
properties, such as the hard drive media, display cover panel (""DCP""), and solar
photovoltaic (""PV"") markets we serve currently.

Photonics: Intevac is a leading developer of advanced high-sensitivity digital
sensors, cameras and systems that primarily serve the defense industry. We are
the provider of integrated digital night vision imaging systems for the U.S.
military.

Intevac was incorporated in California in October 1990 and was reincorporated in
Delaware in 2007.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INTL,INTL FCStone Inc.,36.57,675402224.07,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl,"We are a diversified global financial services organization providing execution,
risk management and advisory services, market intelligence and clearing services
across asset classes and markets around the world. Our global platform has a
physical presence in key financial markets with regulatory approvals to execute
both exchange-listed as well as over-the-counter instruments in the asset
classes we are active in. These businesses are supported by our global
infrastructure of regulated operating subsidiaries, our advanced technology
platform and our team of more than 1,400 employees. Our customer-first approach
differentiates us from large banking institutions, engenders trust, and has
enabled us to establish leadership positions in a number of complex fields in
financial markets around the world.
We serve more than 20,000 predominantly wholesale organizations located in more
than 130 countries.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ITCI,Intra-Cellular Therapies Inc.,13.85,599265165.55,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,"We are a biopharmaceutical company focused on the discovery and clinical
development of innovative, small molecule drugs that address underserved medical
needs in neuropsychiatric and neurological disorders by targeting intracellular
signaling mechanisms within the central nervous system, or CNS. ITI-007 is our
lead drug development candidate with mechanisms of action that, we believe, may
represent an effective treatment across multiple therapeutic indications. In our
pre-clinical and clinical trials to date, ITI-007 combines potent serotonin
5-HT2A receptor antagonism, dopamine receptor phosphoprotein modulation, or
DPPM, glutamatergic modulation, and serotonin reuptake inhibition into a single
drug candidate for the treatment of acute and residual schizophrenia and the
treatment of bipolar disorder, including bipolar depression.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IIN,IntriCon Corporation,7.45,50672218,0,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,"IntriCon Corporation (together with its subsidiaries referred herein as the
""Company"", or ""IntriCon"", ""we"", ""us"" or ""our"") is an international company
engaged in designing, developing, engineering, manufacturing and distributing
body-worn devices. The Company serves the body-worn device market by designing,
developing, engineering, manufacturing and distributing micro-miniature
products, microelectronics, micro-mechanical assemblies, complete assemblies and
software solutions, primarily for the emerging value hearing health market, the
medical bio-telemetry market and the professional audio communication market.
The Company, headquartered in Arden Hills, Minnesota, has facilities in
Minnesota, California, Singapore, Indonesia, the United Kingdom and Germany, and
operates through subsidiaries. The Company is a Pennsylvania corporation formed
in 1930, and has gone through several transformations since its formation.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INTU,Intuit Inc.,115.95,29760727648.5,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,"Intuit Inc. creates business and financial management solutions that help
simplify the business of life for small businesses, consumers, and accounting
professionals. With flagship products and services that include QuickBooks and
TurboTax, we help customers solve important business and financial management
problems such as running a small business, paying bills, and filing income
taxes. ProSeries and Lacerte are Intuit's leading tax preparation offerings for
professional accountants. We had revenue of $4.7 billion in our fiscal year
ended July 31, 2016, with approximately 7,900 employees in major offices in the
United States, Canada, India, the United Kingdom, Singapore, Australia, and
other locations.
Intuit was incorporated in California in March 1984. We reincorporated in
Delaware and completed our initial public offering in March 1993.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ISRG,"Intuitive Surgical, Inc.",658.06,25497858058.66,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,"In this report, ""Intuitive Surgical,"" ""Intuitive,"" the ""Company,"" ""we,"" ""us,""
and ""our"" refer to Intuitive Surgical, Inc. and its wholly-owned subsidiaries.
IntuitiveÂ®, Intuitive SurgicalÂ®, da VinciÂ®, da VinciÂ® SÂ®, da VinciÂ® Si HD
Surgical System(TM), da VinciÂ® S HD Surgical SystemÂ®, da VinciÂ® Si(TM), da VinciÂ® Xi(TM),
da VinciÂ® Si-e(TM), da VinciÂ® SP(TM), EndoWristÂ®, EndoWristÂ® One(TM), EndoWristÂ® Stapler
45, Single-SiteÂ®, Firefly(TM), InSiteÂ®, and da VinciÂ® ConnectÂ® are trademarks of
Intuitive Surgical, Inc.
Company Background
Intuitive designs, manufactures and markets da Vinci Surgical Systems and
related instruments and accessories, which taken together, are advanced surgical
systems that we consider an advanced generation of surgery. This advanced
generation of surgery, which we call da Vinci surgery, combines the benefits of
minimally invasive surgery (""MIS"") for patients with the ease of use, precision
and dexterity of open surgery.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
INVT,"Inventergy Global, Inc.",0.5112,5895278.532,0,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt,"Inventergy Global, Inc. (the ""Company,"" ""we,"" ""us,"" or ""our"") is an intellectual
property (""IP"") investment and licensing company that helps technology-leading
corporations attain greater value from their IP assets in support of their
business objectives and corporate brands. Inventergy, Inc., our wholly-owned
subsidiary (""Inventergy""), was initially organized as a Delaware limited
liability company under the name Silicon Turbine Systems, LLC in January 2012.
It subsequently changed its name to Inventergy, LLC in March 2012 and it was
converted from a limited liability company into a Delaware corporation in
February 2013. On June 6, 2014, a subsidiary of the Company merged with and into
Inventergy becoming a wholly-owned subsidiary of the Company (the ""Merger""). In
connection with the Merger, the Company changed its name to ""Inventergy Global,
Inc.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SNAK,"Inventure Foods, Inc.",6.63,130424259.42,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak,"Inventure Foods, Inc., a Delaware corporation (referred to herein as the
""Company,"" ""Inventure Foods,"" ""we,"" ""our,"" or ""us""), is a leading marketer and
manufacturer of healthy/natural and indulgent specialty snack food brands with
more than $282 million in annual net revenues for the most recently completed
fiscal year.  We are headquartered in Phoenix, Arizona with plants in
Arizona, Florida, Georgia, Indiana, Oregon and Washington.  Our executive
offices are located at 5415 East High Street, Suite 350, Phoenix, Arizona 85054,
and our telephone number is (623) 932-6200.

 

The Company was formed in 1995 as a holding company to acquire a potato chip
manufacturing and distribution business that was founded by Donald and James
Poore in 1986.  In December 1996, we completed an initial public offering of our
Common Stock.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ISTR,Investar Holding Corporation,19.45,138390367.7,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr,"Investar Holding Corporation (the ""Company""), a Louisiana corporation
incorporated in 2009, is a financial holding company headquartered in Baton
Rouge, Louisiana that conducts its operations primarily through its wholly-owned
subsidiary, Investar Bank (the ""Bank""), a Louisiana commercial bank, chartered
in 2006. Through the Bank, the Company offers a wide range of commercial banking
products tailored to meet the needs of individuals and small to medium-sized
businesses. The primary markets served are Baton Rouge, New Orleans, Hammond and
Lafayette, Louisiana, and their surrounding metropolitan areas. These markets
are served from our main office located in Baton Rouge and from ten additional
full service branches located throughout our market areas.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ISBC,"Investors Bancorp, Inc.",13.77,4258981891.35,0,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc,"Investors Bancorp, Inc. (the ""Company"") is a Delaware corporation incorporated
in December 2013 to be the successor to Investors Bancorp, Inc. (""Old Investors
Bancorp"") upon the completion of the mutual-to-stock conversion of Investors
Bancorp, MHC in May 2014. Old Investors Bancorp was a Delaware corporation
organized in January 1997 for the purpose of being a holding company for
Investors Bank (the ""Bank""), a New Jersey chartered savings bank. On October 11,
2005, Old Investors Bancorp completed its initial public stock offering in which
it sold 131,649,089 shares, or 43.74% of its outstanding common stock, to
subscribers in the offering, including 10,847,883 shares purchased by the
Investors Bank Employee Stock Ownership Plan (the ""ESOP"").&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ITIC,Investors Title Company,129.8,244579933.4,0,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,"Investors Title Company (the ""Company"") is a holding company that operates
through its subsidiaries and was incorporated in the state of North Carolina in
1973. The Company became operational in 1976, when it acquired Investors Title
Insurance Company (""ITIC""), which had itself been operating since 1972, as a
wholly owned subsidiary under a plan of exchange of shares of common stock. In
1983, the Company acquired National Investors Title Insurance Company (""NITIC""),
formerly Northeast Investors Title Insurance Company, which had itself been
operating since 1973, as a wholly owned subsidiary under a plan of exchange of
shares of common stock. The Company's executive offices are located at 121 North
Columbia Street, Chapel Hill, North Carolina 27514 and its telephone number is
(919) 968-2200. The Company maintains a website at www.invtitle.com.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
